autarky,bat_power_in,bat_power_out,consumed_production,consumption,grid_power_in,grid_power_out,stateOfCharge,solarProduction,startDatetime
0.0004,0.0,0.0,0.1,0.3,0.0,0.3,0.0,0.0,2023-12-26 05:30:00
0.0,0.0,0.0,0.1,0.35,0.0,0.35,0.0,0.0,2023-12-26 05:45:00
0.0016,0.0,0.0,0.1,0.15,0.0,0.15,0.0,0.0,2023-12-26 06:00:00
0.0,0.0,0.0,0.1,0.15,0.0,0.15,0.0,0.0,2023-12-26 06:15:00
0.0008,0.0,0.0,0.1,0.32,0.0,0.32,0.0,0.0,2023-12-26 06:30:00
0.0,0.0,0.0,0.1,0.25,0.0,0.25,0.0,0.0,2023-12-26 06:45:00
0.0,0.0,0.0,0.1,0.17,0.0,0.17,0.0,0.0,2023-12-26 07:00:00
0.0,0.0,0.0,0.1,0.14,0.0,0.14,0.0,0.0,2023-12-26 07:15:00
0.0,0.0,0.0,0.1,0.28,0.0,0.28,0.0,0.0,2023-12-26 07:30:00
0.0007,0.0,0.0,0.1,0.33,0.0,0.33,0.0,0.0,2023-12-26 07:45:00
0.0,0.0,0.0,0.1,0.32,0.0,0.32,0.0,0.0,2023-12-26 08:00:00
0.0018,0.0,0.0,0.1,0.14,0.0,0.14,0.0,0.0,2023-12-26 08:15:00
0.0,0.0,0.0,0.1,0.13,0.0,0.13,0.0,0.0,2023-12-26 08:30:00
0.0,0.0,0.0,0.1,0.14,0.0,0.14,0.0,0.0,2023-12-26 08:45:00
0.0,0.03,0.0,0.1,0.14,0.0,0.17,0.0,0.04,2023-12-26 09:00:00
0.0,0.1,0.0,0.1,0.15,0.0,0.21,0.0,0.1,2023-12-26 09:15:00
0.0,0.12,0.0,0.1,0.09,0.0,0.1,0.0,0.16,2023-12-26 09:30:00
0.9633,0.05,0.0,0.1,0.04,0.0,0.0,0.0,0.15,2023-12-26 09:45:00
0.6549,0.0,0.0,0.1,0.05,0.0,0.02,0.0,0.07,2023-12-26 10:00:00
0.983,0.02,0.0,0.1,0.05,0.0,0.0,0.0,0.13,2023-12-26 10:15:00
0.9301,0.04,0.0,0.1,0.05,0.0,0.0,0.0,0.13,2023-12-26 10:30:00
0.8984,0.04,0.0,0.1,0.05,0.0,0.0,0.0,0.13,2023-12-26 10:45:00
0.2556,0.03,0.0,0.1,0.04,0.0,0.03,0.0,0.07,2023-12-26 11:00:00
0.2451,0.0,0.0,0.1,0.05,0.0,0.04,0.0,0.05,2023-12-26 11:15:00
0.9609,0.06,0.0,0.1,0.05,0.0,0.0,0.0,0.16,2023-12-26 11:30:00
0.9495,0.17,0.0,0.09,0.05,0.0,0.0,0.0224,0.26,2023-12-26 11:45:00
0.959,0.16,0.01,0.1,0.06,0.0,0.0,0.0396,0.26,2023-12-26 12:00:00
0.9943,0.01,0.17,0.1,0.27,0.0,0.0,0.0224,0.15,2023-12-26 12:15:00
0.9979,0.0,0.14,0.1,0.3,0.0,0.0,0.0121,0.18,2023-12-26 12:30:00
0.9831,0.17,0.04,0.1,0.32,0.01,0.01,0.0224,0.5,2023-12-26 12:45:00
0.992,0.07,0.19,0.1,0.33,0.0,0.0,0.0121,0.25,2023-12-26 13:00:00
0.8843,0.16,0.0,0.09,0.03,0.0,0.0,0.0293,0.25,2023-12-26 13:15:00
0.9778,0.06,0.0,0.1,0.03,0.0,0.0,0.0361,0.14,2023-12-26 13:30:00
0.9836,0.01,0.0,0.1,0.03,0.0,0.0,0.0361,0.07,2023-12-26 13:45:00
0.9817,0.01,0.0,0.1,0.03,0.0,0.0,0.0361,0.07,2023-12-26 14:00:00
0.9797,0.05,0.0,0.1,0.03,0.0,0.0,0.0396,0.13,2023-12-26 14:15:00
0.9926,0.0,0.07,0.1,0.08,0.0,0.0,0.0361,0.05,2023-12-26 14:30:00
0.9967,0.0,0.11,0.1,0.11,0.0,0.0,0.0259,0.04,2023-12-26 14:45:00
0.9955,0.0,0.11,0.1,0.11,0.0,0.0,0.0156,0.03,2023-12-26 15:00:00
0.9944,0.0,0.13,0.1,0.11,0.0,0.0,0.0053,0.01,2023-12-26 15:15:00
0.9969,0.0,0.15,0.1,0.12,0.0,0.0,-0.0085,0.0,2023-12-26 15:30:00
0.113,0.0,0.02,0.1,0.12,0.0,0.11,0.0,0.0,2023-12-26 15:45:00
0.0,0.0,0.0,0.1,0.11,0.0,0.11,0.0,0.0,2023-12-26 16:00:00
0.0023,0.0,0.0,0.1,0.11,0.0,0.11,0.0,0.0,2023-12-26 16:15:00
0.0,0.0,0.0,0.1,0.11,0.0,0.11,0.0,0.0,2023-12-26 16:30:00
0.0,0.0,0.0,0.1,0.12,0.0,0.12,0.0,0.0,2023-12-26 16:45:00
0.0,0.0,0.0,0.1,0.15,0.0,0.15,0.0,0.0,2023-12-26 17:00:00
0.0,0.0,0.0,0.1,0.19,0.0,0.19,0.0,0.0,2023-12-26 17:15:00
0.0,0.0,0.0,0.1,0.2,0.0,0.2,0.0,0.0,2023-12-26 17:30:00
0.0005,0.0,0.0,0.1,0.27,0.0,0.27,0.0,0.0,2023-12-26 17:45:00
0.0005,0.0,0.0,0.1,0.28,0.0,0.28,0.0,0.0,2023-12-26 18:00:00
0.0,0.0,0.0,0.1,0.17,0.0,0.17,0.0,0.0,2023-12-26 18:15:00
0.0,0.0,0.0,0.1,0.21,0.0,0.21,0.0,0.0,2023-12-26 18:30:00
0.0,0.0,0.0,0.1,0.15,0.0,0.15,0.0,0.0,2023-12-26 18:45:00
0.0,0.0,0.0,0.1,0.18,0.0,0.18,0.0,0.0,2023-12-26 19:00:00
0.0,0.0,0.0,0.1,0.18,0.0,0.18,0.0,0.0,2023-12-26 19:15:00
0.0,0.0,0.0,0.1,0.2,0.0,0.2,0.0,0.0,2023-12-26 19:30:00
0.001,0.0,0.0,0.1,0.24,0.0,0.24,0.0,0.0,2023-12-26 19:45:00
0.0,0.0,0.0,0.1,0.36,0.0,0.36,0.0,0.0,2023-12-26 20:00:00
0.0004,0.0,0.0,0.1,0.32,0.0,0.32,0.0,0.0,2023-12-26 20:15:00
0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.0,0.0,2023-12-26 20:30:00
0.0013,0.0,0.0,0.1,0.09,0.0,0.09,0.0,0.0,2023-12-26 20:45:00
0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2023-12-26 21:00:00
0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.0,0.0,2023-12-26 21:15:00
0.002,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-12-26 21:30:00
0.0025,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-26 21:45:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-26 22:00:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-26 22:15:00
0.0025,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-26 22:30:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-26 22:45:00
0.0023,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-12-26 23:00:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-26 23:15:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-26 23:30:00
0.0009,0.0,0.0,0.1,0.27,0.0,0.27,0.0,0.0,2023-12-26 23:45:00
0.0,0.0,0.0,0.1,0.3,0.0,0.31,0.0,0.0,2023-12-27 00:00:00
0.0,0.0,0.0,0.1,0.29,0.0,0.29,0.0,0.0,2023-12-27 00:15:00
0.0053,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-27 00:30:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-27 00:45:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-27 01:00:00
0.0023,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-27 01:15:00
0.0,0.0,0.0,0.1,0.07,0.0,0.07,0.0,0.0,2023-12-27 01:30:00
0.0008,0.0,0.0,0.1,0.16,0.0,0.16,0.0,0.0,2023-12-27 01:45:00
0.0,0.0,0.0,0.1,0.17,0.0,0.17,0.0,0.0,2023-12-27 02:00:00
0.0007,0.0,0.0,0.1,0.18,0.0,0.18,0.0,0.0,2023-12-27 02:15:00
0.0,0.0,0.0,0.1,0.18,0.0,0.18,0.0,0.0,2023-12-27 02:30:00
0.0,0.0,0.0,0.1,0.17,0.0,0.17,0.0,0.0,2023-12-27 02:45:00
0.0007,0.0,0.0,0.1,0.17,0.0,0.17,0.0,0.0,2023-12-27 03:00:00
0.0,0.0,0.0,0.1,0.18,0.0,0.18,0.0,0.0,2023-12-27 03:15:00
0.0,0.0,0.0,0.1,0.22,0.0,0.22,0.0,0.0,2023-12-27 03:30:00
0.0,0.5,0.0,0.1,0.29,0.0,0.81,0.0,0.0,2023-12-27 03:45:00
0.0003,0.0,0.0,0.1,0.38,0.0,0.38,0.0,0.0,2023-12-27 04:00:00
0.0,0.0,0.0,0.1,0.32,0.0,0.33,0.0,0.0,2023-12-27 04:15:00
0.0,0.0,0.0,0.1,0.17,0.0,0.17,0.0,0.0,2023-12-27 04:30:00
0.0006,0.0,0.0,0.1,0.21,0.0,0.21,0.0,0.0,2023-12-27 04:45:00
0.0,0.0,0.0,0.1,0.19,0.0,0.19,0.0,0.0,2023-12-27 05:00:00
0.0004,0.0,0.0,0.1,0.3,0.0,0.3,0.0,0.0,2023-12-27 05:15:00
0.0,0.0,0.0,0.1,0.33,0.0,0.33,0.0,0.0,2023-12-27 05:30:00
0.0,0.0,0.0,0.1,0.31,0.0,0.31,0.0,0.0,2023-12-27 05:45:00
0.0004,0.0,0.0,0.1,0.35,0.0,0.35,0.0,0.0,2023-12-27 06:00:00
0.0,0.0,0.0,0.1,0.44,0.0,0.44,0.0,0.0,2023-12-27 06:15:00
0.0004,0.0,0.0,0.1,0.3,0.0,0.3,0.0,0.0,2023-12-27 06:30:00
0.0,0.0,0.0,0.1,0.31,0.0,0.31,0.0,0.0,2023-12-27 06:45:00
0.0004,0.0,0.0,0.1,0.33,0.0,0.33,0.0,0.0,2023-12-27 07:00:00
0.0,0.0,0.0,0.1,0.32,0.0,0.32,0.0,0.0,2023-12-27 07:15:00
0.0,0.0,0.0,0.1,0.46,0.0,0.46,0.0,0.0,2023-12-27 07:30:00
0.0006,0.0,0.0,0.1,0.42,0.0,0.42,0.0,0.0,2023-12-27 07:45:00
0.0,0.0,0.0,0.1,0.13,0.0,0.13,0.0,0.0,2023-12-27 08:00:00
0.0,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-12-27 08:15:00
0.0,0.0,0.0,0.1,0.14,0.0,0.14,0.0,0.0,2023-12-27 08:30:00
0.002,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-12-27 08:45:00
0.0022,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-12-27 09:00:00
0.0,0.04,0.0,0.1,0.05,0.0,0.07,0.0,0.05,2023-12-27 09:15:00
0.0,0.11,0.0,0.1,0.05,0.0,0.1,0.0,0.11,2023-12-27 09:30:00
0.0,0.15,0.0,0.1,0.28,0.0,0.32,0.0,0.15,2023-12-27 09:45:00
0.069,0.07,0.01,0.09,0.14,0.0,0.13,0.0121,0.12,2023-12-27 10:00:00
0.8653,0.0,0.27,0.1,0.33,0.0,0.04,0.0,0.06,2023-12-27 10:15:00
0.0086,0.0,0.0,0.1,0.32,0.0,0.32,0.0,0.04,2023-12-27 10:30:00
0.0151,0.0,0.0,0.1,0.34,0.0,0.33,0.0,0.04,2023-12-27 10:45:00
0.0345,0.0,0.0,0.1,0.52,0.0,0.51,0.0,0.05,2023-12-27 11:00:00
0.0406,0.0,0.0,0.1,0.7,0.0,0.68,0.0,0.06,2023-12-27 11:15:00
0.0465,0.0,0.0,0.1,0.8,0.0,0.76,0.0,0.07,2023-12-27 11:30:00
0.64,0.0,0.0,0.1,0.12,0.0,0.04,0.0,0.12,2023-12-27 11:45:00
0.9333,0.01,0.01,0.1,0.1,0.0,0.01,0.0,0.15,2023-12-27 12:00:00
0.9211,0.01,0.01,0.1,0.09,0.0,0.01,0.0,0.14,2023-12-27 12:15:00
0.7154,0.0,0.0,0.1,0.1,0.0,0.03,0.0,0.12,2023-12-27 12:30:00
0.3714,0.0,0.0,0.1,0.17,0.0,0.11,0.0,0.1,2023-12-27 12:45:00
0.3984,0.0,0.0,0.1,0.16,0.0,0.09,0.0,0.1,2023-12-27 13:00:00
0.1805,0.0,0.0,0.1,0.14,0.0,0.12,0.0,0.06,2023-12-27 13:15:00
0.2704,0.0,0.0,0.1,0.14,0.0,0.1,0.0,0.07,2023-12-27 13:30:00
0.5109,0.0,0.0,0.1,0.13,0.0,0.06,0.0,0.1,2023-12-27 13:45:00
0.6746,0.0,0.0,0.1,0.14,0.0,0.05,0.0,0.13,2023-12-27 14:00:00
0.3108,0.0,0.0,0.1,0.19,0.0,0.13,0.0,0.09,2023-12-27 14:15:00
0.0965,0.0,0.0,0.1,0.18,0.0,0.17,0.0,0.05,2023-12-27 14:30:00
0.0394,0.0,0.0,0.1,0.24,0.0,0.23,0.0,0.04,2023-12-27 14:45:00
0.0,0.0,0.0,0.1,0.4,0.0,0.41,0.0,0.02,2023-12-27 15:00:00
0.0,0.0,0.0,0.1,0.66,0.0,0.68,0.0,0.01,2023-12-27 15:15:00
0.0,0.0,0.0,0.1,0.45,0.0,0.45,0.0,0.0,2023-12-27 15:30:00
0.0003,0.0,0.0,0.1,0.45,0.0,0.45,0.0,0.0,2023-12-27 15:45:00
0.0,0.0,0.0,0.1,0.43,0.0,0.43,0.0,0.0,2023-12-27 16:00:00
0.0,0.0,0.0,0.1,0.37,0.0,0.37,0.0,0.0,2023-12-27 16:15:00
0.0,0.0,0.0,0.1,0.3,0.0,0.3,0.0,0.0,2023-12-27 16:30:00
0.0,0.0,0.0,0.1,0.52,0.0,0.52,0.0,0.0,2023-12-27 16:45:00
0.0005,0.0,0.0,0.1,0.52,0.0,0.52,0.0,0.0,2023-12-27 17:00:00
0.0,0.0,0.0,0.1,0.45,0.0,0.45,0.0,0.0,2023-12-27 17:15:00
0.0,0.0,0.0,0.1,0.3,0.0,0.3,0.0,0.0,2023-12-27 17:30:00
0.0,0.0,0.0,0.1,0.22,0.0,0.22,0.0,0.0,2023-12-27 17:45:00
0.0004,0.0,0.0,0.1,0.33,0.0,0.33,0.0,0.0,2023-12-27 18:00:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-27 18:15:00
0.0016,0.0,0.0,0.1,0.08,0.0,0.08,0.0,0.0,2023-12-27 18:30:00
0.0,0.0,0.0,0.1,0.08,0.0,0.08,0.0,0.0,2023-12-27 18:45:00
0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.0,0.0,2023-12-27 19:00:00
0.0012,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2023-12-27 19:15:00
0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.0,0.0,2023-12-27 19:30:00
0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.0,0.0,2023-12-27 19:45:00
0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.0,0.0,2023-12-27 20:00:00
0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2023-12-27 20:15:00
0.0,0.0,0.0,0.1,0.14,0.0,0.14,0.0,0.0,2023-12-27 20:30:00
0.0,0.0,0.0,0.1,0.45,0.0,0.45,0.0,0.0,2023-12-27 20:45:00
0.0003,0.0,0.0,0.1,0.37,0.0,0.37,0.0,0.0,2023-12-27 21:00:00
0.0,0.0,0.0,0.1,0.36,0.0,0.36,0.0,0.0,2023-12-27 21:15:00
0.0007,0.0,0.0,0.1,0.18,0.0,0.18,0.0,0.0,2023-12-27 21:30:00
0.0,0.0,0.0,0.1,0.08,0.0,0.08,0.0,0.0,2023-12-27 21:45:00
0.0,0.0,0.0,0.1,0.07,0.0,0.07,0.0,0.0,2023-12-27 22:00:00
0.0,0.0,0.0,0.1,0.08,0.0,0.08,0.0,0.0,2023-12-27 22:15:00
0.0041,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-12-27 22:30:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-27 22:45:00
0.0,0.0,0.0,0.1,0.04,0.0,0.04,0.0,0.0,2023-12-27 23:00:00
0.0026,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-27 23:15:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-27 23:30:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-27 23:45:00
0.0,0.0,0.0,0.1,0.04,0.0,0.04,0.0,0.0,2023-12-28 00:00:00
0.0,0.0,0.0,0.1,0.22,0.0,0.22,0.0,0.0,2023-12-28 00:15:00
0.0004,0.0,0.0,0.1,0.29,0.0,0.29,0.0,0.0,2023-12-28 00:30:00
0.0,0.0,0.0,0.1,0.31,0.0,0.31,0.0,0.0,2023-12-28 00:45:00
0.0,0.0,0.0,0.1,0.11,0.0,0.11,0.0,0.0,2023-12-28 01:00:00
0.0027,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-28 01:15:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-28 01:30:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-28 01:45:00
0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.0,0.0,2023-12-28 02:00:00
0.0,0.0,0.0,0.1,0.12,0.0,0.12,0.0,0.0,2023-12-28 02:15:00
0.001,0.0,0.0,0.1,0.13,0.0,0.13,0.0,0.0,2023-12-28 02:30:00
0.0,0.0,0.0,0.1,0.13,0.0,0.13,0.0,0.0,2023-12-28 02:45:00
0.0,0.0,0.0,0.1,0.13,0.0,0.13,0.0,0.0,2023-12-28 03:00:00
0.002,0.0,0.0,0.1,0.13,0.0,0.13,0.0,0.0,2023-12-28 03:15:00
0.0,0.0,0.0,0.1,0.12,0.0,0.13,0.0,0.0,2023-12-28 03:30:00
0.0,0.0,0.0,0.1,0.16,0.0,0.16,0.0,0.0,2023-12-28 03:45:00
0.0,0.0,0.0,0.1,0.3,0.0,0.3,0.0,0.0,2023-12-28 04:00:00
0.0,0.0,0.0,0.1,0.28,0.0,0.28,0.0,0.0,2023-12-28 04:15:00
0.0004,0.0,0.0,0.1,0.34,0.0,0.34,0.0,0.0,2023-12-28 04:30:00
0.0,0.0,0.0,0.1,0.14,0.0,0.14,0.0,0.0,2023-12-28 04:45:00
0.0,0.0,0.0,0.1,0.08,0.0,0.08,0.0,0.0,2023-12-28 05:00:00
0.0005,0.0,0.0,0.1,0.27,0.0,0.27,0.0,0.0,2023-12-28 05:15:00
0.0,0.0,0.0,0.1,0.31,0.0,0.31,0.0,0.0,2023-12-28 05:30:00
0.0,0.0,0.0,0.1,0.29,0.0,0.29,0.0,0.0,2023-12-28 05:45:00
0.0004,0.0,0.0,0.1,0.29,0.0,0.29,0.0,0.0,2023-12-28 06:00:00
0.0,0.0,0.0,0.1,0.21,0.0,0.21,0.0,0.0,2023-12-28 06:15:00
0.0,0.5,0.0,0.1,0.06,0.0,0.59,0.0,0.0,2023-12-28 06:30:00
0.0004,0.0,0.0,0.1,0.32,0.0,0.32,0.0,0.0,2023-12-28 06:45:00
0.0,0.0,0.0,0.1,0.58,0.0,0.58,0.0,0.0,2023-12-28 07:00:00
0.0,0.0,0.0,0.1,0.33,0.0,0.33,0.0,0.0,2023-12-28 07:15:00
0.0,0.0,0.0,0.1,0.28,0.0,0.28,0.0,0.0,2023-12-28 07:30:00
0.0,0.0,0.0,0.1,0.65,0.0,0.65,0.0,0.0,2023-12-28 07:45:00
0.0003,0.0,0.0,0.1,0.39,0.0,0.39,0.0,0.0,2023-12-28 08:00:00
0.0,0.0,0.0,0.1,0.26,0.0,0.26,0.0,0.0,2023-12-28 08:15:00
0.0,0.0,0.0,0.1,0.22,0.0,0.22,0.0,0.0,2023-12-28 08:30:00
0.0,0.0,0.0,0.1,0.27,0.0,0.27,0.0,0.0,2023-12-28 08:45:00
0.0,0.03,0.0,0.1,0.32,0.0,0.33,0.0,0.03,2023-12-28 09:00:00
0.0,0.09,0.0,0.1,0.29,0.0,0.34,0.0,0.1,2023-12-28 09:15:00
0.0,0.11,0.0,0.1,0.35,0.0,0.4,0.0,0.11,2023-12-28 09:30:00
0.0,0.09,0.0,0.1,0.71,0.0,0.75,0.0,0.1,2023-12-28 09:45:00
0.6339,0.01,0.29,0.1,0.54,0.0,0.2,0.0,0.11,2023-12-28 10:00:00
0.2281,0.0,0.0,0.1,0.41,0.0,0.32,0.0,0.13,2023-12-28 10:15:00
0.5027,0.0,0.0,0.1,0.32,0.0,0.16,0.0,0.2,2023-12-28 10:30:00
0.5076,0.0,0.0,0.1,0.36,0.0,0.18,0.0,0.22,2023-12-28 10:45:00
0.4744,0.0,0.0,0.1,0.35,0.0,0.18,0.0,0.2,2023-12-28 11:00:00
0.4298,0.0,0.0,0.1,0.36,0.0,0.2,0.0,0.19,2023-12-28 11:15:00
0.5585,0.0,0.0,0.1,0.34,0.0,0.15,0.0,0.22,2023-12-28 11:30:00
0.399,0.0,0.0,0.1,0.6,0.0,0.36,0.0,0.28,2023-12-28 11:45:00
0.4538,0.0,0.0,0.1,0.41,0.0,0.23,0.0,0.22,2023-12-28 12:00:00
0.5057,0.0,0.0,0.1,0.44,0.0,0.22,0.0,0.26,2023-12-28 12:15:00
0.7876,0.03,0.0,0.1,0.34,0.0,0.07,0.0,0.35,2023-12-28 12:30:00
0.4816,0.0,0.0,0.1,0.38,0.0,0.2,0.0,0.22,2023-12-28 12:45:00
0.5559,0.0,0.0,0.1,0.3,0.0,0.13,0.0,0.2,2023-12-28 13:00:00
0.7428,0.06,0.0,0.1,0.14,0.0,0.04,0.0,0.2,2023-12-28 13:15:00
0.9924,0.08,0.0,0.1,0.07,0.0,0.0,0.0,0.19,2023-12-28 13:30:00
0.5224,0.01,0.0,0.1,0.14,0.0,0.07,0.0,0.14,2023-12-28 13:45:00
0.4907,0.0,0.0,0.1,0.16,0.0,0.08,0.0,0.11,2023-12-28 14:00:00
0.3485,0.0,0.0,0.1,0.15,0.0,0.1,0.0,0.08,2023-12-28 14:15:00
0.5733,0.0,0.0,0.1,0.07,0.0,0.03,0.0,0.07,2023-12-28 14:30:00
0.1642,0.0,0.0,0.1,0.07,0.0,0.06,0.0,0.04,2023-12-28 14:45:00
0.0279,0.0,0.0,0.1,0.08,0.0,0.08,0.0,0.03,2023-12-28 15:00:00
0.0,0.0,0.0,0.1,0.07,0.0,0.09,0.0,0.02,2023-12-28 15:15:00
0.0,0.0,0.0,0.1,0.06,0.0,0.07,0.0,0.0,2023-12-28 15:30:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-28 15:45:00
0.0024,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-28 16:00:00
0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.0,0.0,2023-12-28 16:15:00
0.0,0.0,0.0,0.1,0.42,0.0,0.42,0.0,0.0,2023-12-28 16:30:00
0.0,0.0,0.0,0.1,0.35,0.0,0.35,0.0,0.0,2023-12-28 16:45:00
0.0003,0.0,0.0,0.1,0.45,0.0,0.45,0.0,0.0,2023-12-28 17:00:00
0.0,0.0,0.0,0.1,0.34,0.0,0.34,0.0,0.0,2023-12-28 17:15:00
0.0,0.0,0.0,0.1,0.33,0.0,0.33,0.0,0.0,2023-12-28 17:30:00
0.0,0.0,0.0,0.1,0.38,0.0,0.38,0.0,0.0,2023-12-28 17:45:00
0.0004,0.0,0.0,0.1,0.33,0.0,0.33,0.0,0.0,2023-12-28 18:00:00
0.0,0.0,0.0,0.1,0.11,0.0,0.11,0.0,0.0,2023-12-28 18:15:00
0.0012,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2023-12-28 18:30:00
0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.0,0.0,2023-12-28 18:45:00
0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2023-12-28 19:00:00
0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2023-12-28 19:15:00
0.0,0.0,0.0,0.1,0.16,0.0,0.16,0.0,0.0,2023-12-28 19:30:00
0.0,0.0,0.0,0.1,0.18,0.0,0.18,0.0,0.0,2023-12-28 19:45:00
0.0,0.0,0.0,0.1,0.24,0.0,0.24,0.0,0.0,2023-12-28 20:00:00
0.0,0.0,0.0,0.1,0.34,0.0,0.34,0.0,0.0,2023-12-28 20:15:00
0.0004,0.0,0.0,0.1,0.33,0.0,0.33,0.0,0.0,2023-12-28 20:30:00
0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.0,0.0,2023-12-28 20:45:00
0.0013,0.0,0.0,0.1,0.1,0.0,0.09,0.0,0.0,2023-12-28 21:00:00
0.0,0.0,0.0,0.1,0.07,0.0,0.07,0.0,0.0,2023-12-28 21:15:00
0.0,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-12-28 21:30:00
0.0022,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-12-28 21:45:00
0.0,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-12-28 22:00:00
0.0,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-12-28 22:15:00
0.0021,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-12-28 22:30:00
0.0,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-12-28 22:45:00
0.0021,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-12-28 23:00:00
0.0,0.0,0.0,0.1,0.08,0.0,0.08,0.0,0.0,2023-12-28 23:15:00
0.0,0.0,0.0,0.1,0.27,0.0,0.27,0.0,0.0,2023-12-28 23:30:00
0.0002,0.0,0.0,0.1,0.53,0.0,0.53,0.0,0.0,2023-12-28 23:45:00
0.0,0.0,0.0,0.1,0.57,0.0,0.57,0.0,0.0,2023-12-29 00:00:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-29 00:15:00
0.0,0.0,0.0,0.1,0.04,0.0,0.04,0.0,0.0,2023-12-29 00:30:00
0.0028,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-29 00:45:00
0.0,0.0,0.0,0.1,0.04,0.0,0.04,0.0,0.0,2023-12-29 01:00:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-29 01:15:00
0.0027,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-29 01:30:00
0.0,0.0,0.0,0.1,0.12,0.0,0.12,0.0,0.0,2023-12-29 01:45:00
0.0003,0.0,0.0,0.1,0.49,0.0,0.49,0.0,0.0,2023-12-29 02:00:00
0.0,0.0,0.0,0.1,0.04,0.0,0.04,0.0,0.0,2023-12-29 02:15:00
0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-12-29 02:30:00
0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-12-29 02:45:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-12-29 03:00:00
0.0005,0.0,0.0,0.1,0.25,0.0,0.25,0.0,0.0,2023-12-29 03:15:00
0.0,0.0,0.0,0.1,0.32,0.0,0.32,0.0,0.0,2023-12-29 03:30:00
