autarky,bat_power_in,bat_power_out,consumed_production,consumption,grid_power_in,grid_power_out,stateOfCharge,solarProduction,startDatetime
0.6534,0.39,0.0,0.01,0.09,0.44,0.03,0.2726,0.93,2023-07-26 14:00:00
0.9939,1.48,0.0,0.1,0.08,0.0,0.0,0.4017,1.66,2023-07-26 14:15:00
0.9395,1.13,0.0,0.1,0.12,0.01,0.01,0.4878,1.33,2023-07-26 14:30:00
0.9707,0.74,0.0,0.1,0.36,0.01,0.01,0.5524,1.18,2023-07-26 14:45:00
0.9853,1.09,0.0,0.1,0.21,0.0,0.0,0.6384,1.38,2023-07-26 15:00:00
0.9406,0.69,0.0,0.09,0.04,0.0,0.0,0.6922,0.8,2023-07-26 15:15:00
0.988,0.85,0.0,0.1,0.05,0.0,0.0,0.7568,0.98,2023-07-26 15:30:00
0.9205,1.07,0.0,0.09,0.04,0.0,0.0,0.8428,1.19,2023-07-26 15:45:00
0.9626,0.48,0.0,0.1,0.04,0.0,0.0,0.8859,0.59,2023-07-26 16:00:00
0.9641,1.16,0.0,0.1,0.05,0.0,0.0,0.9719,1.3,2023-07-26 16:15:00
0.9484,0.89,0.0,0.09,0.05,0.0,0.0,0.9935,1.01,2023-07-26 16:30:00
0.9751,0.16,0.0,0.1,0.03,0.0,0.0,1.0042,0.25,2023-07-26 16:45:00
0.9876,0.0,0.0,0.1,0.06,0.0,0.0,1.0042,0.1,2023-07-26 17:00:00
0.9888,0.0,0.0,0.1,0.06,0.0,0.0,1.0042,0.1,2023-07-26 17:15:00
0.9863,0.0,0.0,0.1,0.06,0.0,0.0,1.0042,0.09,2023-07-26 17:30:00
0.95,0.0,0.01,0.09,0.13,0.01,0.01,1.0042,0.16,2023-07-26 17:45:00
0.983,0.0,0.0,0.1,0.05,0.0,0.0,1.0042,0.08,2023-07-26 18:00:00
0.9852,0.0,0.0,0.1,0.06,0.0,0.0,1.0042,0.09,2023-07-26 18:15:00
0.9897,0.0,0.0,0.1,0.07,0.0,0.0,1.0042,0.11,2023-07-26 18:30:00
0.9869,0.0,0.13,0.1,0.32,0.0,0.0,0.9935,0.22,2023-07-26 18:45:00
0.9942,0.18,0.01,0.1,0.62,0.0,0.0,0.9935,0.85,2023-07-26 19:00:00
0.8867,0.07,0.12,0.09,0.45,0.05,0.05,0.9935,0.44,2023-07-26 19:15:00
0.8305,0.1,0.1,0.08,0.24,0.04,0.04,0.9935,0.29,2023-07-26 19:30:00
0.9856,0.13,0.0,0.1,0.09,0.0,0.0,1.0042,0.26,2023-07-26 19:45:00
0.992,0.0,0.0,0.1,0.11,0.0,0.0,1.0042,0.14,2023-07-26 20:00:00
0.9939,0.0,0.0,0.1,0.11,0.0,0.0,1.0042,0.14,2023-07-26 20:15:00
0.9837,0.0,0.02,0.1,0.1,0.0,0.0,1.0042,0.11,2023-07-26 20:30:00
0.9843,0.0,0.01,0.1,0.09,0.0,0.0,1.0042,0.11,2023-07-26 20:45:00
0.9878,0.0,0.17,0.1,0.19,0.0,0.0,0.9935,0.06,2023-07-26 21:00:00
0.9879,0.0,0.06,0.1,0.05,0.0,0.0,0.9827,0.02,2023-07-26 21:15:00
0.9914,0.0,0.07,0.1,0.04,0.0,0.0,0.9827,0.0,2023-07-26 21:30:00
0.9941,0.0,0.07,0.1,0.05,0.0,0.0,0.9719,0.0,2023-07-26 21:45:00
0.9941,0.0,0.07,0.1,0.05,0.0,0.0,0.9719,0.0,2023-07-26 22:00:00
0.9916,0.0,0.06,0.1,0.04,0.0,0.0,0.9612,0.0,2023-07-26 22:15:00
0.9906,0.0,0.07,0.1,0.05,0.0,0.0,0.9612,0.0,2023-07-26 22:30:00
0.9951,0.0,0.27,0.1,0.24,0.0,0.0,0.9397,0.0,2023-07-26 22:45:00
0.9974,0.0,0.35,0.1,0.33,0.0,0.0,0.9074,0.0,2023-07-26 23:00:00
0.9944,0.0,0.07,0.1,0.05,0.0,0.0,0.9074,0.0,2023-07-26 23:15:00
0.9949,0.0,0.08,0.1,0.06,0.0,0.0,0.8966,0.0,2023-07-26 23:30:00
0.995,0.0,0.08,0.1,0.06,0.0,0.0,0.8859,0.0,2023-07-26 23:45:00
0.9889,0.0,0.05,0.1,0.03,0.0,0.0,0.8859,0.0,2023-07-27 00:00:00
0.9875,0.0,0.05,0.1,0.03,0.0,0.0,0.8859,0.0,2023-07-27 00:15:00
0.9889,0.0,0.06,0.1,0.04,0.0,0.0,0.8751,0.0,2023-07-27 00:30:00
0.9906,0.0,0.05,0.1,0.04,0.0,0.0,0.8751,0.0,2023-07-27 00:45:00
0.9893,0.0,0.05,0.1,0.03,0.0,0.0,0.8644,0.0,2023-07-27 01:00:00
0.9881,0.0,0.05,0.1,0.03,0.0,0.0,0.8644,0.0,2023-07-27 01:15:00
0.9912,0.0,0.06,0.1,0.04,0.0,0.0,0.8644,0.0,2023-07-27 01:30:00
0.9857,0.0,0.07,0.1,0.05,0.0,0.0,0.8536,0.0,2023-07-27 01:45:00
0.9946,0.0,0.08,0.1,0.06,0.0,0.0,0.8536,0.0,2023-07-27 02:00:00
0.9948,0.0,0.07,0.1,0.05,0.0,0.0,0.8428,0.0,2023-07-27 02:15:00
0.6966,0.0,0.05,0.1,0.05,0.0,0.02,0.8988,0.0,2023-07-27 02:30:00
0.9854,0.0,0.07,0.1,0.05,0.0,0.0,0.892,0.0,2023-07-27 02:45:00
0.8545,0.0,0.05,0.1,0.03,0.0,0.0,0.8886,0.0,2023-07-27 03:00:00
0.8431,0.0,0.24,0.1,0.26,0.0,0.04,0.8684,0.0,2023-07-27 03:15:00
0.98,0.0,0.29,0.1,0.27,0.0,0.01,0.8414,0.0,2023-07-27 03:30:00
0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.8381,0.0,2023-07-27 03:45:00
0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.8347,0.0,2023-07-27 04:00:00
0.0418,0.0,0.01,0.1,0.03,0.0,0.03,0.8313,0.0,2023-07-27 04:15:00
0.9227,0.0,0.06,0.1,0.04,0.0,0.0,0.8279,0.0,2023-07-27 04:30:00
0.9795,0.0,0.08,0.1,0.06,0.0,0.0,0.8212,0.0,2023-07-27 04:45:00
0.9945,0.0,0.08,0.1,0.05,0.0,0.0,0.8144,0.0,2023-07-27 05:00:00
0.994,0.0,0.08,0.1,0.05,0.0,0.0,0.8077,0.0,2023-07-27 05:15:00
0.995,0.0,0.08,0.1,0.06,0.0,0.0,0.801,0.0,2023-07-27 05:30:00
0.9672,0.0,0.06,0.1,0.04,0.0,0.0,0.7942,0.0,2023-07-27 05:45:00
0.873,0.0,0.05,0.1,0.03,0.0,0.0,0.7908,0.0,2023-07-27 06:00:00
0.997,0.0,0.34,0.1,0.32,0.0,0.0,0.7639,0.0,2023-07-27 06:15:00
0.9974,0.0,0.42,0.1,0.4,0.0,0.0,0.7268,0.0,2023-07-27 06:30:00
0.9978,0.0,0.44,0.1,0.42,0.0,0.0,0.6863,0.0,2023-07-27 06:45:00
0.9716,0.0,0.23,0.1,0.2,0.01,0.01,0.6661,0.0,2023-07-27 07:00:00
0.9876,0.0,0.08,0.1,0.07,0.0,0.0,0.6593,0.02,2023-07-27 07:15:00
0.9841,0.0,0.09,0.1,0.08,0.0,0.0,0.6526,0.03,2023-07-27 07:30:00
0.9922,0.0,0.2,0.1,0.2,0.0,0.0,0.6357,0.03,2023-07-27 07:45:00
0.9958,0.0,0.63,0.1,0.62,0.0,0.0,0.5717,0.03,2023-07-27 08:00:00
0.9684,0.0,0.36,0.1,0.41,0.01,0.01,0.5447,0.07,2023-07-27 08:15:00
0.9727,0.0,0.08,0.1,0.11,0.0,0.0,0.5413,0.06,2023-07-27 08:30:00
0.9925,0.0,0.63,0.1,0.66,0.0,0.0,0.4806,0.06,2023-07-27 08:45:00
0.964,0.0,0.08,0.1,0.11,0.0,0.0,0.4773,0.06,2023-07-27 09:00:00
0.9879,0.01,0.09,0.1,0.14,0.0,0.0,0.4705,0.11,2023-07-27 09:15:00
0.9742,0.0,0.13,0.1,0.23,0.01,0.01,0.457,0.13,2023-07-27 09:30:00
0.9643,0.0,0.0,0.1,0.09,0.0,0.0,0.4537,0.12,2023-07-27 09:45:00
0.9695,0.0,0.01,0.1,0.08,0.0,0.0,0.4537,0.1,2023-07-27 10:00:00
0.9734,0.03,0.0,0.1,0.08,0.0,0.0,0.457,0.17,2023-07-27 10:15:00
0.9843,0.07,0.0,0.1,0.09,0.0,0.0,0.4638,0.21,2023-07-27 10:30:00
0.9959,0.0,0.48,0.1,0.66,0.0,0.0,0.4199,0.22,2023-07-27 10:45:00
0.9909,0.09,0.06,0.1,0.18,0.0,0.0,0.4233,0.25,2023-07-27 11:00:00
0.9901,0.06,0.0,0.1,0.09,0.0,0.0,0.4301,0.2,2023-07-27 11:15:00
0.9927,0.03,0.0,0.1,0.07,0.0,0.0,0.4334,0.16,2023-07-27 11:30:00
0.9885,0.09,0.0,0.1,0.06,0.0,0.0,0.4435,0.2,2023-07-27 11:45:00
0.9895,0.15,0.0,0.1,0.05,0.0,0.0,0.457,0.24,2023-07-27 12:00:00
0.9886,0.14,0.0,0.1,0.05,0.0,0.0,0.4671,0.24,2023-07-27 12:15:00
0.9473,0.21,0.02,0.09,0.09,0.0,0.0,0.484,0.32,2023-07-27 12:30:00
0.9959,0.11,0.08,0.1,0.29,0.0,0.0,0.4874,0.35,2023-07-27 12:45:00
0.988,0.29,0.0,0.1,0.05,0.0,0.0,0.511,0.4,2023-07-27 13:00:00
0.9348,0.09,0.02,0.09,0.09,0.01,0.01,0.5177,0.22,2023-07-27 13:15:00
0.9881,0.06,0.0,0.1,0.08,0.0,0.0,0.5245,0.2,2023-07-27 13:30:00
0.9895,0.18,0.0,0.1,0.07,0.0,0.0,0.5413,0.3,2023-07-27 13:45:00
0.9895,0.2,0.0,0.1,0.07,0.0,0.0,0.5582,0.32,2023-07-27 14:00:00
0.9828,0.35,0.0,0.1,0.07,0.0,0.0,0.5885,0.47,2023-07-27 14:15:00
0.9848,0.25,0.04,0.1,0.24,0.0,0.0,0.6054,0.49,2023-07-27 14:30:00
0.9638,0.16,0.02,0.1,0.11,0.0,0.0,0.6189,0.3,2023-07-27 14:45:00
0.988,0.07,0.07,0.1,0.23,0.0,0.0,0.6189,0.27,2023-07-27 15:00:00
0.995,0.0,0.27,0.1,0.45,0.0,0.0,0.5953,0.22,2023-07-27 15:15:00
0.9802,0.15,0.0,0.1,0.12,0.0,0.0,0.6088,0.32,2023-07-27 15:30:00
0.9892,0.28,0.0,0.1,0.11,0.0,0.0,0.6324,0.44,2023-07-27 15:45:00
0.984,0.23,0.0,0.1,0.09,0.0,0.0,0.6526,0.37,2023-07-27 16:00:00
0.9908,0.17,0.0,0.1,0.12,0.0,0.0,0.6661,0.33,2023-07-27 16:15:00
0.9922,0.21,0.0,0.1,0.11,0.0,0.0,0.6863,0.37,2023-07-27 16:30:00
0.9903,0.12,0.0,0.1,0.11,0.0,0.0,0.6964,0.27,2023-07-27 16:45:00
0.9929,0.23,0.0,0.1,0.08,0.0,0.0,0.7133,0.36,2023-07-27 17:00:00
0.9839,0.16,0.04,0.1,0.13,0.0,0.0,0.7268,0.3,2023-07-27 17:15:00
0.7474,0.02,0.25,0.07,0.44,0.11,0.11,0.7032,0.24,2023-07-27 17:30:00
0.8457,0.18,0.0,0.08,0.08,0.01,0.01,0.7167,0.3,2023-07-27 17:45:00
0.9377,0.09,0.03,0.09,0.12,0.01,0.01,0.7234,0.22,2023-07-27 18:00:00
0.9914,0.04,0.02,0.1,0.08,0.0,0.0,0.7268,0.16,2023-07-27 18:15:00
0.9888,0.04,0.01,0.1,0.08,0.0,0.0,0.7301,0.16,2023-07-27 18:30:00
0.9868,0.0,0.01,0.1,0.09,0.0,0.0,0.7268,0.14,2023-07-27 18:45:00
0.9958,0.0,0.01,0.1,0.11,0.0,0.0,0.7268,0.13,2023-07-27 19:00:00
0.9967,0.0,0.22,0.1,0.27,0.0,0.0,0.7065,0.08,2023-07-27 19:15:00
0.9949,0.0,0.45,0.1,0.5,0.0,0.0,0.6661,0.08,2023-07-27 19:30:00
0.9737,0.0,0.21,0.1,0.26,0.01,0.01,0.6492,0.08,2023-07-27 19:45:00
0.973,0.0,0.11,0.1,0.13,0.0,0.0,0.6391,0.05,2023-07-27 20:00:00
0.9938,0.0,0.07,0.1,0.08,0.0,0.0,0.6324,0.04,2023-07-27 20:15:00
0.9914,0.0,0.09,0.1,0.08,0.0,0.0,0.6256,0.03,2023-07-27 20:30:00
0.9925,0.0,0.1,0.1,0.08,0.0,0.0,0.6155,0.02,2023-07-27 20:45:00
0.9934,0.0,0.1,0.1,0.07,0.0,0.0,0.6088,0.01,2023-07-27 21:00:00
0.9893,0.0,0.18,0.1,0.15,0.0,0.0,0.5919,0.0,2023-07-27 21:15:00
0.995,0.0,0.11,0.1,0.09,0.0,0.0,0.5818,0.0,2023-07-27 21:30:00
0.9873,0.0,0.12,0.1,0.09,0.0,0.0,0.5717,0.0,2023-07-27 21:45:00
0.9948,0.0,0.09,0.1,0.07,0.0,0.0,0.5649,0.0,2023-07-27 22:00:00
0.9948,0.0,0.09,0.1,0.07,0.0,0.0,0.5582,0.0,2023-07-27 22:15:00
0.9946,0.0,0.09,0.1,0.06,0.0,0.0,0.5481,0.0,2023-07-27 22:30:00
0.92,0.0,0.06,0.1,0.04,0.0,0.0,0.5447,0.0,2023-07-27 22:45:00
0.9166,0.0,0.06,0.1,0.03,0.0,0.0,0.5379,0.0,2023-07-27 23:00:00
0.9964,0.0,0.21,0.1,0.19,0.0,0.0,0.5211,0.0,2023-07-27 23:15:00
0.9973,0.0,0.38,0.1,0.35,0.0,0.0,0.4874,0.0,2023-07-27 23:30:00
0.8842,0.0,0.05,0.1,0.03,0.0,0.0,0.484,0.0,2023-07-27 23:45:00
0.9033,0.0,0.06,0.1,0.03,0.0,0.0,0.4773,0.0,2023-07-28 00:00:00
0.9254,0.0,0.06,0.1,0.04,0.0,0.0,0.4739,0.0,2023-07-28 00:15:00
0.9837,0.0,0.08,0.1,0.06,0.0,0.0,0.4638,0.0,2023-07-28 00:30:00
0.994,0.0,0.08,0.1,0.05,0.0,0.0,0.457,0.0,2023-07-28 00:45:00
0.9932,0.0,0.08,0.1,0.05,0.0,0.0,0.4503,0.0,2023-07-28 01:00:00
0.9946,0.0,0.08,0.1,0.06,0.0,0.0,0.4435,0.0,2023-07-28 01:15:00
0.9306,0.0,0.06,0.1,0.04,0.0,0.0,0.4402,0.0,2023-07-28 01:30:00
0.8713,0.0,0.05,0.1,0.03,0.0,0.0,0.4334,0.0,2023-07-28 01:45:00
0.9149,0.0,0.05,0.1,0.03,0.0,0.0,0.4301,0.0,2023-07-28 02:00:00
0.9227,0.0,0.06,0.1,0.04,0.0,0.0,0.4233,0.0,2023-07-28 02:15:00
0.9085,0.0,0.05,0.1,0.03,0.0,0.0,0.4199,0.0,2023-07-28 02:30:00
0.8646,0.0,0.05,0.1,0.03,0.0,0.0,0.4132,0.0,2023-07-28 02:45:00
0.916,0.0,0.06,0.1,0.03,0.0,0.0,0.4098,0.0,2023-07-28 03:00:00
0.9868,0.0,0.08,0.1,0.06,0.0,0.0,0.3997,0.0,2023-07-28 03:15:00
0.9945,0.0,0.08,0.1,0.06,0.0,0.0,0.393,0.0,2023-07-28 03:30:00
0.9968,0.0,0.22,0.1,0.2,0.0,0.0,0.3761,0.0,2023-07-28 03:45:00
0.998,0.0,0.39,0.1,0.37,0.0,0.0,0.339,0.0,2023-07-28 04:00:00
0.9282,0.0,0.06,0.1,0.04,0.0,0.0,0.3356,0.0,2023-07-28 04:15:00
0.8971,0.0,0.05,0.1,0.03,0.0,0.0,0.3289,0.0,2023-07-28 04:30:00
0.8679,0.0,0.05,0.1,0.03,0.0,0.0,0.3255,0.0,2023-07-28 04:45:00
0.9216,0.0,0.06,0.1,0.04,0.0,0.0,0.3188,0.0,2023-07-28 05:00:00
0.9218,0.0,0.06,0.1,0.04,0.0,0.0,0.312,0.0,2023-07-28 05:15:00
0.9089,0.0,0.05,0.1,0.03,0.0,0.0,0.3087,0.0,2023-07-28 05:30:00
0.8681,0.0,0.05,0.1,0.03,0.0,0.0,0.3019,0.0,2023-07-28 05:45:00
0.9838,0.0,0.08,0.1,0.06,0.0,0.0,0.2952,0.0,2023-07-28 06:00:00
0.9971,0.0,0.37,0.1,0.34,0.0,0.0,0.2547,0.0,2023-07-28 06:15:00
0.9979,0.0,0.46,0.1,0.44,0.0,0.0,0.2008,0.01,2023-07-28 06:30:00
0.9954,0.0,0.28,0.1,0.29,0.0,0.0,0.1637,0.04,2023-07-28 06:45:00
0.9835,0.0,0.01,0.1,0.05,0.0,0.0,0.1603,0.05,2023-07-28 07:00:00
0.9863,0.01,0.02,0.1,0.06,0.0,0.0,0.1535,0.06,2023-07-28 07:15:00
0.985,0.0,0.0,0.1,0.05,0.0,0.0,0.1535,0.09,2023-07-28 07:30:00
0.9187,0.0,0.06,0.09,0.1,0.01,0.01,0.1434,0.1,2023-07-28 07:45:00
0.9905,0.01,0.01,0.1,0.05,0.0,0.0,0.1434,0.11,2023-07-28 08:00:00
0.962,0.03,0.26,0.1,0.34,0.0,0.01,0.1131,0.16,2023-07-28 08:15:00
0.9976,0.0,0.56,0.1,0.63,0.0,0.0,0.0322,0.11,2023-07-28 08:30:00
0.9965,0.01,0.3,0.1,0.4,0.0,0.0,-0.0083,0.15,2023-07-28 08:45:00
0.9898,0.03,0.0,0.1,0.09,0.0,0.0,-0.0049,0.18,2023-07-28 09:00:00
0.9914,0.0,0.01,0.1,0.09,0.0,0.0,-0.0083,0.11,2023-07-28 09:15:00
0.9863,0.0,0.01,0.1,0.08,0.0,0.0,0.0,0.11,2023-07-28 09:30:00
0.9892,0.1,0.0,0.1,0.05,0.0,0.0,0.0,0.2,2023-07-28 09:45:00
0.9877,0.14,0.0,0.1,0.07,0.0,0.0,0.0119,0.25,2023-07-28 10:00:00
0.9909,0.2,0.06,0.1,0.17,0.0,0.0,0.022,0.36,2023-07-28 10:15:00
0.9882,0.02,0.27,0.1,0.55,0.01,0.01,-0.0049,0.34,2023-07-28 10:30:00
0.967,0.26,0.0,0.1,0.06,0.0,0.0,0.0187,0.37,2023-07-28 10:45:00
0.9846,0.24,0.0,0.1,0.06,0.0,0.0,0.0389,0.35,2023-07-28 11:00:00
0.9816,0.23,0.0,0.1,0.06,0.0,0.0,0.0591,0.34,2023-07-28 11:15:00
0.9912,0.25,0.0,0.1,0.09,0.0,0.0,0.0794,0.38,2023-07-28 11:30:00
0.9896,0.36,0.0,0.1,0.08,0.0,0.0,0.1131,0.49,2023-07-28 11:45:00
0.9924,0.19,0.0,0.1,0.08,0.0,0.0,0.1299,0.32,2023-07-28 12:00:00
0.9887,0.37,0.0,0.1,0.07,0.0,0.0,0.1603,0.49,2023-07-28 12:15:00
0.9851,0.27,0.0,0.1,0.04,0.0,0.0,0.1839,0.37,2023-07-28 12:30:00
0.9906,0.25,0.0,0.1,0.17,0.0,0.0,0.2075,0.48,2023-07-28 12:45:00
0.9462,0.67,0.0,0.09,0.06,0.0,0.0,0.2648,0.78,2023-07-28 13:00:00
0.9909,0.44,0.0,0.1,0.18,0.0,0.0,0.3019,0.67,2023-07-28 13:15:00
0.9718,0.63,0.0,0.09,0.04,0.0,0.0,0.3559,0.74,2023-07-28 13:30:00
0.9764,0.49,0.0,0.1,0.04,0.0,0.0,0.3997,0.59,2023-07-28 13:45:00
0.9805,0.72,0.0,0.09,0.05,0.01,0.0,0.4604,0.84,2023-07-28 14:00:00
0.9562,0.99,0.0,0.1,0.07,0.0,0.0,0.5447,1.13,2023-07-28 14:15:00
0.9666,0.86,0.0,0.1,0.07,0.0,0.0,0.6155,0.99,2023-07-28 14:30:00
0.9462,0.99,0.0,0.09,0.06,0.0,0.0,0.6998,1.12,2023-07-28 14:45:00
0.9751,0.57,0.0,0.1,0.07,0.0,0.0,0.747,0.7,2023-07-28 15:00:00
0.9763,0.81,0.0,0.1,0.18,0.0,0.0,0.8144,1.05,2023-07-28 15:15:00
0.7324,0.26,0.0,0.07,0.15,0.04,0.04,0.8381,0.46,2023-07-28 15:30:00
0.9073,0.12,0.07,0.09,0.36,0.03,0.03,0.8414,0.46,2023-07-28 15:45:00
0.9026,0.14,0.09,0.09,0.47,0.05,0.05,0.8448,0.56,2023-07-28 16:00:00
0.91,0.0,0.65,0.09,1.01,0.09,0.09,0.7841,0.41,2023-07-28 16:15:00
0.8871,0.12,0.31,0.09,0.56,0.06,0.06,0.7706,0.42,2023-07-28 16:30:00
0.7456,0.32,0.0,0.08,0.08,0.02,0.02,0.7976,0.45,2023-07-28 16:45:00
0.8013,0.45,0.0,0.08,0.1,0.02,0.02,0.8381,0.6,2023-07-28 17:00:00
0.8083,0.32,0.0,0.08,0.09,0.02,0.02,0.865,0.47,2023-07-28 17:15:00
0.9554,0.09,0.15,0.1,0.41,0.02,0.02,0.8617,0.39,2023-07-28 17:30:00
0.8247,0.19,0.0,0.08,0.1,0.02,0.02,0.8785,0.34,2023-07-28 17:45:00
0.7697,0.33,0.0,0.08,0.07,0.02,0.02,0.9089,0.46,2023-07-28 18:00:00
0.7826,0.14,0.0,0.08,0.08,0.02,0.02,0.919,0.27,2023-07-28 18:15:00
0.7707,0.09,0.0,0.08,0.07,0.02,0.02,0.9291,0.21,2023-07-28 18:30:00
0.7546,0.01,0.01,0.08,0.07,0.02,0.02,0.9291,0.13,2023-07-28 18:45:00
0.7333,0.02,0.01,0.07,0.06,0.02,0.02,0.9325,0.15,2023-07-28 19:00:00
0.8099,0.03,0.01,0.08,0.09,0.02,0.02,0.9358,0.17,2023-07-28 19:15:00
0.9695,0.03,0.16,0.1,0.57,0.02,0.02,0.9257,0.48,2023-07-28 19:30:00
0.9239,0.23,0.09,0.09,0.22,0.02,0.02,0.9358,0.4,2023-07-28 19:45:00
0.8624,0.11,0.01,0.09,0.12,0.02,0.02,0.9426,0.25,2023-07-28 20:00:00
0.9172,0.0,0.07,0.09,0.2,0.02,0.02,0.9358,0.15,2023-07-28 20:15:00
0.9637,0.0,0.21,0.1,0.44,0.02,0.02,0.919,0.27,2023-07-28 20:30:00
0.8854,0.01,0.05,0.09,0.14,0.02,0.02,0.9156,0.13,2023-07-28 20:45:00
0.8754,0.0,0.13,0.09,0.13,0.02,0.02,0.9055,0.04,2023-07-28 21:00:00
0.8313,0.0,0.11,0.08,0.1,0.02,0.02,0.8954,0.02,2023-07-28 21:15:00
0.9203,0.0,0.24,0.09,0.21,0.02,0.02,0.8751,0.0,2023-07-28 21:30:00
0.8828,0.0,0.17,0.09,0.14,0.02,0.02,0.8617,0.0,2023-07-28 21:45:00
0.8608,0.0,0.14,0.09,0.11,0.02,0.02,0.8482,0.0,2023-07-28 22:00:00
0.8498,0.0,0.12,0.09,0.1,0.01,0.01,0.8381,0.0,2023-07-28 22:15:00
0.8805,0.0,0.15,0.09,0.13,0.02,0.02,0.8246,0.0,2023-07-28 22:30:00
0.8448,0.0,0.12,0.08,0.1,0.02,0.02,0.8144,0.0,2023-07-28 22:45:00
0.8043,0.0,0.1,0.08,0.08,0.01,0.02,0.8043,0.0,2023-07-28 23:00:00
0.7948,0.0,0.1,0.08,0.07,0.02,0.02,0.7976,0.0,2023-07-28 23:15:00
0.7437,0.0,0.08,0.07,0.06,0.01,0.02,0.7908,0.0,2023-07-28 23:30:00
0.7335,0.0,0.08,0.07,0.06,0.01,0.02,0.7841,0.0,2023-07-28 23:45:00
0.7474,0.0,0.08,0.07,0.06,0.02,0.02,0.7774,0.0,2023-07-29 00:00:00
0.7265,0.0,0.08,0.07,0.06,0.01,0.02,0.7706,0.0,2023-07-29 00:15:00
0.9583,0.0,0.39,0.1,0.36,0.01,0.02,0.7369,0.0,2023-07-29 00:30:00
0.9266,0.0,0.23,0.09,0.21,0.02,0.02,0.7167,0.0,2023-07-29 00:45:00
0.7444,0.0,0.09,0.07,0.06,0.02,0.02,0.7065,0.0,2023-07-29 01:00:00
0.8118,0.0,0.1,0.08,0.08,0.02,0.02,0.6998,0.0,2023-07-29 01:15:00
0.7949,0.0,0.1,0.08,0.07,0.01,0.01,0.6931,0.0,2023-07-29 01:30:00
0.8051,0.0,0.1,0.08,0.08,0.02,0.01,0.6829,0.0,2023-07-29 01:45:00
0.801,0.0,0.1,0.08,0.08,0.02,0.02,0.6728,0.0,2023-07-29 02:00:00
0.7388,0.0,0.08,0.07,0.06,0.02,0.02,0.6661,0.0,2023-07-29 02:15:00
0.7062,0.0,0.08,0.07,0.05,0.02,0.02,0.6593,0.0,2023-07-29 02:30:00
0.7365,0.0,0.08,0.07,0.06,0.01,0.02,0.6526,0.0,2023-07-29 02:45:00
0.7356,0.0,0.08,0.07,0.06,0.01,0.01,0.6459,0.0,2023-07-29 03:00:00
0.7212,0.0,0.08,0.07,0.05,0.01,0.02,0.6391,0.0,2023-07-29 03:15:00
0.709,0.0,0.08,0.07,0.05,0.01,0.02,0.6324,0.0,2023-07-29 03:30:00
0.7667,0.0,0.09,0.08,0.07,0.02,0.02,0.6256,0.0,2023-07-29 03:45:00
0.8175,0.0,0.11,0.08,0.08,0.01,0.01,0.6155,0.0,2023-07-29 04:00:00
0.7923,0.0,0.1,0.08,0.07,0.02,0.02,0.6054,0.0,2023-07-29 04:15:00
0.7952,0.0,0.1,0.08,0.07,0.02,0.02,0.5987,0.0,2023-07-29 04:30:00
0.7922,0.0,0.1,0.08,0.07,0.02,0.02,0.5885,0.0,2023-07-29 04:45:00
0.9317,0.0,0.25,0.09,0.22,0.01,0.02,0.5683,0.0,2023-07-29 05:00:00
0.9529,0.0,0.35,0.1,0.33,0.02,0.02,0.5346,0.0,2023-07-29 05:15:00
0.7278,0.0,0.08,0.07,0.06,0.02,0.02,0.5278,0.0,2023-07-29 05:30:00
0.7288,0.0,0.08,0.07,0.06,0.02,0.02,0.5211,0.0,2023-07-29 05:45:00
0.6141,0.0,0.07,0.07,0.05,0.01,0.02,0.5144,0.0,2023-07-29 06:00:00
0.6927,0.0,0.07,0.07,0.05,0.02,0.02,0.5076,0.0,2023-07-29 06:15:00
0.7814,0.0,0.09,0.08,0.07,0.02,0.02,0.5009,0.0,2023-07-29 06:30:00
0.8141,0.0,0.07,0.08,0.08,0.01,0.02,0.4941,0.04,2023-07-29 06:45:00
0.8809,0.0,0.13,0.09,0.13,0.01,0.01,0.484,0.03,2023-07-29 07:00:00
0.9563,0.0,0.36,0.1,0.34,0.02,0.02,0.4503,0.02,2023-07-29 07:15:00
0.9654,0.0,0.39,0.1,0.44,0.02,0.02,0.4132,0.08,2023-07-29 07:30:00
0.8915,0.03,0.09,0.09,0.15,0.02,0.02,0.4098,0.13,2023-07-29 07:45:00
0.7023,0.06,0.0,0.07,0.05,0.02,0.02,0.4166,0.16,2023-07-29 08:00:00
0.7312,0.0,0.02,0.07,0.06,0.02,0.02,0.4132,0.07,2023-07-29 08:15:00
0.7354,0.0,0.01,0.07,0.06,0.02,0.02,0.4098,0.08,2023-07-29 08:30:00
0.7235,0.03,0.01,0.07,0.05,0.02,0.02,0.4098,0.1,2023-07-29 08:45:00
0.6864,0.05,0.0,0.07,0.05,0.01,0.02,0.4132,0.14,2023-07-29 09:00:00
0.7853,0.17,0.0,0.08,0.07,0.02,0.02,0.4301,0.29,2023-07-29 09:15:00
0.8117,0.22,0.0,0.08,0.08,0.02,0.02,0.4469,0.35,2023-07-29 09:30:00
0.8172,0.47,0.0,0.08,0.09,0.02,0.02,0.4874,0.61,2023-07-29 09:45:00
0.5457,0.23,0.02,0.05,0.18,0.08,0.08,0.5042,0.43,2023-07-29 10:00:00
0.7864,0.43,0.0,0.08,0.12,0.03,0.02,0.5413,0.59,2023-07-29 10:15:00
