autarky,bat_power_in,bat_power_out,consumed_production,consumption,grid_power_in,grid_power_out,startTimestamp,stateOfCharge,solarProduction,timespanSeconds,consumed_solar,hourTimestamp,dayTimestamp,weekTimestamp,monthTimestamp,yearTimestamp
0.869329,3.0076,0.0,0.362746,0.2893,0.4419,0.0378,2023-07-26 15:30:00,0.48781,3.9136,3600,25151.599557,2023-07-26 15:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.92583,3.7483,0.0,0.572079,0.6537,0.4527,0.0485,2023-07-26 15:45:00,0.55236,5.0912,3600,60520.501177,2023-07-26 15:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.97235,4.4449,0.0,0.972399,0.7743,0.0214,0.0214,2023-07-26 16:00:00,0.63843,5.5395,3600,75293.398252,2023-07-26 16:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.968096,3.651,0.0,0.968586,0.7313,0.023,0.0233,2023-07-26 16:15:00,0.69222,4.6821,3600,70801.699204,2023-07-26 16:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.974604,3.374,0.0,0.971591,0.6579,0.0187,0.0167,2023-07-26 16:30:00,0.75677,4.3307,3600,64122.996954,2023-07-26 16:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.971874,3.6984,0.0,0.967438,0.3369,0.011,0.0095,2023-07-26 16:45:00,0.84284,4.3405,3600,32743.898722,2023-07-26 16:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.953493,3.0874,0.0,0.954346,0.1734,0.0079,0.0081,2023-07-26 17:00:00,0.88587,3.5476,3600,16530.900452,2023-07-26 17:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.959237,3.5622,0.0,0.956268,0.1804,0.0079,0.0074,2023-07-26 17:15:00,0.97194,4.0491,3600,17300.80545,2023-07-26 17:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.949335,3.5945,0.0,0.949242,0.1824,0.0093,0.0092,2023-07-26 17:30:00,0.99345,4.0842,3600,17317.304079,2023-07-26 17:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.961513,2.6903,0.0,0.960011,0.1719,0.0069,0.0066,2023-07-26 17:45:00,1.00421,3.1477,3600,16523.805703,2023-07-26 17:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.969879,2.2117,0.0,0.967903,0.191,0.0061,0.0058,2023-07-26 18:00:00,1.00421,2.6651,3600,18524.394332,2023-07-26 18:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.976985,1.0473,0.0,0.977266,0.2055,0.0047,0.0047,2023-07-26 18:15:00,1.00421,1.4608,3600,20074.597228,2023-07-26 18:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.985714,0.1608,0.0,0.985949,0.2177,0.0031,0.0031,2023-07-26 18:30:00,1.00421,0.5431,3600,21458.396808,2023-07-26 18:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.971893,0.0002,0.0078,0.970842,0.3177,0.0093,0.0089,2023-07-26 18:45:00,1.00421,0.4547,3600,30874.800769,2023-07-26 18:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.970294,0.0002,0.0078,0.969,0.3003,0.0093,0.0089,2023-07-26 19:00:00,1.00421,0.4316,3600,29138.711814,2023-07-26 19:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.969168,0.0002,0.0078,0.968379,0.2932,0.0093,0.009,2023-07-26 19:15:00,1.00421,0.4253,3600,28416.495459,2023-07-26 19:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.970812,0.0002,0.0078,0.970328,0.3083,0.0092,0.009,2023-07-26 19:30:00,1.00421,0.4414,3600,29928.398795,2023-07-26 19:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.986798,0.0001,0.1307,0.990288,0.4909,0.0048,0.0065,2023-07-26 19:45:00,0.99345,0.4972,3600,48442.487893,2023-07-26 19:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.991289,0.1799,0.1371,0.99243,1.0695,0.0081,0.0093,2023-07-26 20:00:00,0.99345,1.2681,3600,106021.805495,2023-07-26 20:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.959554,0.2522,0.2569,0.959372,1.4609,0.0594,0.0591,2023-07-26 20:15:00,0.99345,1.6189,3600,140180.305899,2023-07-26 20:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.939227,0.3565,0.3573,0.938983,1.6252,0.0992,0.0988,2023-07-26 20:30:00,0.99345,1.7956,3600,152641.113521,2023-07-26 20:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.931383,0.4895,0.2265,0.928303,1.3978,0.1006,0.0959,2023-07-26 20:45:00,1.00421,1.8405,3600,130192.912857,2023-07-26 20:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.894446,0.3098,0.2202,0.890262,0.8827,0.0973,0.0932,2023-07-26 21:00:00,1.00421,1.132,3600,78951.992376,2023-07-26 21:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.920463,0.2375,0.1004,0.91578,0.5437,0.046,0.0432,2023-07-26 21:15:00,1.00421,0.8321,3600,50043.110832,2023-07-26 21:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.989148,0.1332,0.016,0.975724,0.4003,0.0099,0.0043,2023-07-26 21:30:00,1.00421,0.6607,3600,39594.700666,2023-07-26 21:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.988784,0.0001,0.0253,0.982013,0.4067,0.0074,0.0046,2023-07-26 21:45:00,1.00421,0.5053,3600,40209.695639,2023-07-26 21:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.987689,0.0,0.1908,0.982403,0.4917,0.0087,0.0061,2023-07-26 22:00:00,0.99345,0.4213,3600,48560.010031,2023-07-26 22:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.986165,0.0,0.2552,0.98017,0.4325,0.0086,0.006,2023-07-26 22:15:00,0.98269,0.2994,3600,42647.990221,2023-07-26 22:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.987367,0.0,0.3045,0.987853,0.3799,0.0046,0.0048,2023-07-26 22:30:00,0.98269,0.1899,3600,37507.698183,2023-07-26 22:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.989219,0.0,0.365,0.989592,0.3338,0.0035,0.0036,2023-07-26 22:45:00,0.97194,0.0819,3600,33021.302456,2023-07-26 22:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.99187,0.0,0.2666,0.991849,0.1862,0.0015,0.0015,2023-07-26 23:00:00,0.97194,0.0226,3600,18471.890105,2023-07-26 23:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.99289,0.0,0.264,0.992834,0.1778,0.0013,0.0013,2023-07-26 23:15:00,0.96118,0.0045,3600,17650.381428,2023-07-26 23:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.992647,0.0,0.2655,0.992499,0.1809,0.0014,0.0013,2023-07-26 23:30:00,0.96118,0.0,3600,17955.085955,2023-07-26 23:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.994059,0.0,0.4611,0.994454,0.3774,0.0021,0.0022,2023-07-26 23:45:00,0.93966,0.0,3600,37512.90997,2023-07-26 23:00,2023-07-26,2023-07-24,2023-07-01,2023-01-01
0.995722,0.0,0.7484,0.995692,0.6648,0.0029,0.0028,2023-07-27 00:00:00,0.90739,0.0,3600,66198.120509,2023-07-27 00:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.99586,0.0,0.7606,0.995835,0.6771,0.0028,0.0028,2023-07-27 00:15:00,0.90739,0.0,3600,67429.612745,2023-07-27 00:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.996132,0.0,0.7747,0.996121,0.6899,0.0027,0.0027,2023-07-27 00:30:00,0.89663,0.0,3600,68726.313716,2023-07-27 00:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.996506,0.0,0.5848,0.996138,0.5012,0.0019,0.0018,2023-07-27 00:45:00,0.88587,0.0,3600,49941.305479,2023-07-27 00:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.993827,0.0,0.2828,0.993722,0.1994,0.0013,0.0012,2023-07-27 01:00:00,0.88587,0.0,3600,19818.891404,2023-07-27 01:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.992655,0.0,0.2573,0.992576,0.1754,0.0013,0.0013,2023-07-27 01:15:00,0.88587,0.0,3600,17408.112632,2023-07-27 01:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.990919,0.0,0.2314,0.990853,0.1517,0.0014,0.0014,2023-07-27 01:30:00,0.87511,0.0,3600,15036.273602,2023-07-27 01:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.989073,0.0,0.2098,0.989066,0.1309,0.0014,0.0014,2023-07-27 01:45:00,0.87511,0.0,3600,12944.401665,2023-07-27 01:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.989173,0.0,0.2087,0.989142,0.1299,0.0014,0.0014,2023-07-27 02:00:00,0.86436,0.0,3600,12854.075658,2023-07-27 02:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.989296,0.0,0.2094,0.989311,0.1311,0.0014,0.0014,2023-07-27 02:15:00,0.86436,0.0,3600,12966.682751,2023-07-27 02:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.989918,0.0,0.2105,0.989806,0.1326,0.0014,0.0013,2023-07-27 02:30:00,0.86436,0.0,3600,13127.724886,2023-07-27 02:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.988311,0.0,0.2272,0.988312,0.1476,0.0017,0.0017,2023-07-27 02:45:00,0.8536,0.0,3600,14585.460026,2023-07-27 02:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.990205,0.0,0.254,0.990274,0.1729,0.0017,0.0017,2023-07-27 03:00:00,0.8536,0.0,3600,17115.711039,2023-07-27 03:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.991724,0.0,0.2776,0.991749,0.1949,0.0016,0.0016,2023-07-27 03:15:00,0.84284,0.0,3600,19328.593019,2023-07-27 03:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.917007,0.0015,0.2737,0.992134,0.2121,0.0015,0.0176,2023-07-27 03:30:00,0.89875,0.0,3600,19449.807024,2023-07-27 03:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.917467,0.0017,0.2763,0.993632,0.2138,0.0013,0.0176,2023-07-27 03:45:00,0.89201,0.0,3600,19612.6035,2023-07-27 03:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.883775,0.003,0.2468,0.98893,0.1879,0.0019,0.0218,2023-07-27 04:00:00,0.88864,0.0,3600,16607.210073,2023-07-27 04:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.842694,0.0048,0.413,0.992708,0.3935,0.0024,0.0619,2023-07-27 04:15:00,0.86841,0.0,3600,33163.206979,2023-07-27 04:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.916616,0.0035,0.648,0.994511,0.612,0.0031,0.051,2023-07-27 04:30:00,0.84143,0.0,3600,56095.680334,2023-07-27 04:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.863189,0.0033,0.5749,0.994785,0.5907,0.0027,0.0808,2023-07-27 04:45:00,0.83806,0.0,3600,50987.112033,2023-07-27 04:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.822424,0.002,0.5294,0.996364,0.5878,0.0018,0.1044,2023-07-27 05:00:00,0.83469,0.0,3600,48344.414387,2023-07-27 05:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.74939,0.0005,0.296,0.996359,0.3575,0.001,0.0896,2023-07-27 05:15:00,0.83131,0.0,3600,26788.518318,2023-07-27 05:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.281401,0.0009,0.0644,0.97129,0.1209,0.001,0.0869,2023-07-27 05:30:00,0.82794,0.0,3600,3403.293044,2023-07-27 05:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.609384,0.001,0.1444,0.979452,0.1473,0.0019,0.0575,2023-07-27 05:45:00,0.8212,0.0,3600,8975.506516,2023-07-27 05:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.825543,0.001,0.2163,0.984775,0.1705,0.0022,0.0297,2023-07-27 06:00:00,0.81445,0.0,3600,14074.575551,2023-07-27 06:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.97703,0.0007,0.2868,0.98749,0.1971,0.0024,0.0045,2023-07-27 06:15:00,0.80771,0.0,3600,19259.799866,2023-07-27 06:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.990579,0.0001,0.3091,0.991804,0.2177,0.0018,0.0021,2023-07-27 06:30:00,0.80097,0.0,3600,21564.528814,2023-07-27 06:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.988632,0.0003,0.2934,0.992678,0.2049,0.0015,0.0023,2023-07-27 06:45:00,0.79422,0.0,3600,20254.113259,2023-07-27 06:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.968169,0.0009,0.2661,0.988002,0.1835,0.0022,0.0058,2023-07-27 07:00:00,0.79085,0.0,3600,17762.728598,2023-07-27 07:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.985449,0.0009,0.5274,0.994129,0.4453,0.0026,0.0065,2023-07-27 07:15:00,0.76387,0.0001,3600,43886.375244,2023-07-27 07:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.990809,0.0009,0.8724,0.995729,0.7892,0.0034,0.0073,2023-07-27 07:30:00,0.72678,0.0003,3600,78192.078888,2023-07-27 07:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.994222,0.0007,1.2514,0.996836,1.1654,0.0037,0.0067,2023-07-27 07:45:00,0.68632,0.0005,3600,115869.909086,2023-07-27 07:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.993556,0.0,1.4292,0.993562,1.335,0.0086,0.0086,2023-07-27 08:00:00,0.66609,0.0007,3600,132643.993116,2023-07-27 08:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.992187,0.0001,1.1737,0.992071,1.0905,0.0086,0.0085,2023-07-27 08:15:00,0.65934,0.0228,3600,108202.73788,2023-07-27 08:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.988667,0.0001,0.8364,0.988471,0.7685,0.0089,0.0087,2023-07-27 08:30:00,0.6526,0.0573,3600,75982.027931,2023-07-27 08:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.982887,0.0001,0.5958,0.982918,0.5453,0.0093,0.0093,2023-07-27 08:45:00,0.63574,0.0899,3600,53599.467281,2023-07-27 08:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.993506,0.0001,1.0004,0.993982,0.9699,0.0058,0.0063,2023-07-27 09:00:00,0.57167,0.1198,3600,96363.45606,2023-07-27 09:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.985993,0.0008,1.2808,0.991512,1.306,0.011,0.0183,2023-07-27 09:15:00,0.5447,0.1669,3600,128769.044418,2023-07-27 09:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.98506,0.0013,1.2729,0.990505,1.3329,0.0126,0.0199,2023-07-27 09:30:00,0.54132,0.1895,3600,131303.473759,2023-07-27 09:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.987032,0.0014,1.7047,0.991097,1.795,0.0159,0.0233,2023-07-27 09:45:00,0.48063,0.2163,3600,177174.449594,2023-07-27 09:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.980817,0.0027,1.1497,0.986238,1.2787,0.0175,0.0245,2023-07-27 10:00:00,0.47726,0.2481,3600,125418.971431,2023-07-27 10:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.986813,0.0071,0.8736,0.987207,1.0159,0.013,0.0134,2023-07-27 10:15:00,0.47051,0.2876,3600,100254.439205,2023-07-27 10:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.985609,0.0098,0.9302,0.98566,1.1365,0.0163,0.0164,2023-07-27 10:30:00,0.45702,0.3568,3600,112010.689255,2023-07-27 10:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.974197,0.0127,0.2997,0.973966,0.5651,0.0147,0.0146,2023-07-27 10:45:00,0.45365,0.4157,3600,55047.467114,2023-07-27 10:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.975536,0.0132,0.2383,0.975427,0.5379,0.0132,0.0132,2023-07-27 11:00:00,0.45365,0.457,3600,52473.359629,2023-07-27 11:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.971436,0.0367,0.1574,0.970736,0.4786,0.014,0.0137,2023-07-27 11:15:00,0.45702,0.5161,3600,46493.348963,2023-07-27 11:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.973064,0.1042,0.0252,0.972957,0.3446,0.0093,0.0093,2023-07-27 11:30:00,0.46377,0.598,3600,33534.589104,2023-07-27 11:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.990298,0.1033,0.4993,0.990698,0.9139,0.0085,0.0089,2023-07-27 11:45:00,0.41993,0.6969,3600,90506.460991,2023-07-27 11:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.99206,0.189,0.5484,0.992203,1.0176,0.0079,0.0081,2023-07-27 12:00:00,0.42331,0.8464,3600,100947.368924,2023-07-27 12:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.993427,0.2214,0.545,0.993649,1.0236,0.0065,0.0067,2023-07-27 12:15:00,0.43005,0.8775,3600,101684.91466,2023-07-27 12:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.9942,0.1808,0.5474,0.994378,1.0055,0.0057,0.0058,2023-07-27 12:30:00,0.43342,0.8307,3600,99966.509218,2023-07-27 12:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.990674,0.268,0.0693,0.990024,0.4109,0.0041,0.0038,2023-07-27 12:45:00,0.44354,0.811,3600,40708.302558,2023-07-27 12:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.990287,0.3262,0.0062,0.990233,0.2768,0.0027,0.0027,2023-07-27 13:00:00,0.45702,0.8006,3600,27414.888464,2023-07-27 13:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.989997,0.4065,0.0047,0.989638,0.2399,0.0025,0.0024,2023-07-27 13:15:00,0.46714,0.8436,3600,23752.870993,2023-07-27 13:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.974092,0.5814,0.0187,0.974852,0.258,0.0065,0.0067,2023-07-27 13:30:00,0.484,1.0056,3600,25130.918223,2023-07-27 13:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.9852,0.5996,0.1024,0.985059,0.4828,0.0072,0.0071,2023-07-27 13:45:00,0.48737,1.1579,3600,47563.040914,2023-07-27 13:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.985073,0.7484,0.1024,0.985013,0.4863,0.0073,0.0073,2023-07-27 14:00:00,0.51098,1.3117,3600,47905.35053,2023-07-27 14:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.97578,0.6972,0.1191,0.975964,0.5261,0.0126,0.0127,2023-07-27 14:15:00,0.51772,1.2888,3600,51334.978869,2023-07-27 14:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.982795,0.5562,0.1019,0.982437,0.518,0.0091,0.0089,2023-07-27 14:30:00,0.52446,1.1604,3600,50908.898222,2023-07-27 14:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.972093,0.6296,0.0183,0.972294,0.3048,0.0084,0.0085,2023-07-27 14:45:00,0.54132,1.1129,3600,29632.602447,2023-07-27 14:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.973288,0.5361,0.0183,0.973251,0.3224,0.0086,0.0086,2023-07-27 15:00:00,0.55818,1.0365,3600,31382.156342,2023-07-27 15:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.987575,0.8,0.0015,0.987024,0.2975,0.0039,0.0037,2023-07-27 15:15:00,0.58853,1.2895,3600,29384.305777,2023-07-27 15:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.986025,0.9859,0.0429,0.985868,0.4516,0.0064,0.0063,2023-07-27 15:30:00,0.60539,1.586,3600,44528.273148,2023-07-27 15:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.980616,0.9633,0.0585,0.980734,0.4838,0.0093,0.0094,2023-07-27 15:45:00,0.61888,1.5795,3600,47437.494087,2023-07-27 15:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.982302,0.8274,0.1291,0.98273,0.6438,0.0111,0.0114,2023-07-27 16:00:00,0.61888,1.5271,3600,63235.798109,2023-07-27 16:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.987858,0.4734,0.4016,0.988219,1.0295,0.0121,0.0125,2023-07-27 16:15:00,0.59528,1.2732,3600,101698.828342,2023-07-27 16:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.987627,0.3728,0.363,0.987783,0.9138,0.0112,0.0113,2023-07-27 16:30:00,0.60876,1.097,3600,90252.500525,2023-07-27 16:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.990574,0.4965,0.3488,0.99047,0.9182,0.0088,0.0087,2023-07-27 16:45:00,0.63237,1.2456,3600,90949.931685,2023-07-27 16:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.990545,0.6574,0.2785,0.990316,0.7791,0.0075,0.0074,2023-07-27 17:00:00,0.6526,1.344,3600,77176.675667,2023-07-27 17:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.986063,0.8231,0.006,0.985444,0.4427,0.0064,0.0062,2023-07-27 17:15:00,0.66609,1.4569,3600,43654.579282,2023-07-27 17:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.989319,0.8841,0.0017,0.989201,0.4344,0.0047,0.0046,2023-07-27 17:30:00,0.68632,1.5139,3600,42979.357436,2023-07-27 17:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.989595,0.7205,0.0004,0.989726,0.4323,0.0044,0.0045,2023-07-27 17:45:00,0.69643,1.3419,3600,42780.573647,2023-07-27 17:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.991464,0.7285,0.0001,0.99133,0.4211,0.0037,0.0036,2023-07-27 18:00:00,0.71329,1.3387,3600,41746.944125,2023-07-27 18:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.989355,0.7275,0.0373,0.990008,0.4352,0.0043,0.0046,2023-07-27 18:15:00,0.72678,1.3114,3600,43061.503544,2023-07-27 18:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.848582,0.5349,0.2911,0.849058,0.766,0.1156,0.116,2023-07-27 18:30:00,0.70318,1.183,3600,65002.760814,2023-07-27 18:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.82746,0.593,0.295,0.827927,0.7392,0.1271,0.1275,2023-07-27 18:45:00,0.71667,1.2134,3600,61165.237091,2023-07-27 18:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.826595,0.4485,0.329,0.82705,0.7737,0.1337,0.1342,2023-07-27 19:00:00,0.72341,1.0662,3600,63957.315693,2023-07-27 19:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.816823,0.3239,0.3138,0.817111,0.7247,0.1325,0.1328,2023-07-27 19:15:00,0.72678,0.9175,3600,59198.133351,2023-07-27 19:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.940234,0.3464,0.0712,0.940291,0.3578,0.0214,0.0214,2023-07-27 19:30:00,0.73015,0.8347,3600,33642.455743,2023-07-27 19:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.972805,0.1745,0.0732,0.973067,0.3675,0.0099,0.01,2023-07-27 19:45:00,0.72678,0.67,3600,35746.502385,2023-07-27 19:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.991062,0.0897,0.0457,0.99133,0.366,0.0032,0.0033,2023-07-27 20:00:00,0.72678,0.5816,3600,36268.702359,2023-07-27 20:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.993724,0.0497,0.2396,0.994033,0.5487,0.0033,0.0034,2023-07-27 20:15:00,0.70655,0.5104,3600,54528.063736,2023-07-27 20:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.994747,0.0095,0.6811,0.994954,0.9677,0.0049,0.0051,2023-07-27 20:30:00,0.66609,0.4285,3600,96262.404434,2023-07-27 20:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.990614,0.0055,0.8884,0.990639,1.1333,0.0106,0.0106,2023-07-27 20:45:00,0.64923,0.3707,3600,112264.815727,2023-07-27 20:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.988146,0.0014,0.9962,0.988171,1.146,0.0136,0.0136,2023-07-27 21:00:00,0.63911,0.2928,3600,113237.783443,2023-07-27 21:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.986241,0.0011,0.8506,0.986074,0.9583,0.0133,0.0132,2023-07-27 21:15:00,0.63237,0.2515,3600,94514.98983,2023-07-27 21:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.979064,0.0011,0.4863,0.978832,0.5432,0.0115,0.0114,2023-07-27 21:30:00,0.62562,0.1996,3600,53181.746,2023-07-27 21:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.985751,0.0002,0.3701,0.985807,0.3652,0.0052,0.0052,2023-07-27 21:45:00,0.61551,0.1361,3600,36000.890229,2023-07-27 21:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.99275,0.0,0.3518,0.992779,0.307,0.0022,0.0022,2023-07-27 22:00:00,0.60876,0.094,3600,30482.282251,2023-07-27 22:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.991133,0.0002,0.4613,0.991285,0.3834,0.0033,0.0034,2023-07-27 22:15:00,0.5919,0.0534,3600,38002.971531,2023-07-27 22:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.991941,0.0002,0.4844,0.992063,0.3895,0.0031,0.0031,2023-07-27 22:30:00,0.58179,0.0258,3600,38633.952774,2023-07-27 22:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.990782,0.0002,0.503,0.990923,0.4022,0.0036,0.0037,2023-07-27 22:45:00,0.57167,0.0088,3600,39844.337353,2023-07-27 22:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.991009,0.0002,0.4986,0.991165,0.401,0.0035,0.0036,2023-07-27 23:00:00,0.56493,0.0019,3600,39735.008598,2023-07-27 23:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.992704,0.0,0.4131,0.992739,0.315,0.0023,0.0023,2023-07-27 23:15:00,0.55818,0.0,3600,31268.438537,2023-07-27 23:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.992399,0.0,0.3871,0.99242,0.2879,0.0022,0.0022,2023-07-27 23:30:00,0.54807,0.0,3600,28566.747554,2023-07-27 23:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.983281,0.0006,0.3282,0.991184,0.2319,0.002,0.0039,2023-07-27 23:45:00,0.5447,0.0,3600,22801.750917,2023-07-27 23:00,2023-07-27,2023-07-24,2023-07-01,2023-01-01
0.968017,0.0011,0.2918,0.986902,0.1982,0.0025,0.0063,2023-07-28 00:00:00,0.53795,0.0,3600,19183.190735,2023-07-28 00:00,2023-07-28,2023-07-24,2023-07-01,2023-01-01
0.978988,0.0011,0.4096,0.991398,0.3174,0.0027,0.0067,2023-07-28 00:15:00,0.52109,0.0,3600,31071.966445,2023-07-28 00:00,2023-07-28,2023-07-24,2023-07-01,2023-01-01
